,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Year,Item_Outlet_Sales
11150,8,12.35,9185,0.087383347875,2013,115.0518,1550,7996,4641,9294,16,4499.50759972831
11151,9,20.25,9185,0.247843179,858,107.6938,925,7996,5583,1805,22,613.735796866195
11152,9,9.395,9185,0.045454306,1989,83.125,1546,4655,5583,1546,11,3001.911775604346
11153,10,12.5,9185,0.11707405959999999,1084,118.144,1550,7996,3980,9294,23,5391.656262915357
11154,10,14.1,9185,0.0697981781,1989,196.6084,1559,4655,5583,1559,35,12195.815426792607
11155,8,6.92,5019,0.130924914,186,91.1804,1550,7996,3980,9294,23,4143.206570059532
11156,10,5.735,9185,0.057076739,2013,175.737,1548,7996,4641,9294,18,7238.691547824741
11157,10,10.5,9185,0.011233267,1548,235.5248,1559,4655,5583,1559,35,14688.976490353436
11158,9,17.25,5019,0.047257274,1989,97.0068,1550,7996,4641,9294,16,3786.58370292863
11159,10,10.3,5019,0.058827383,2013,189.853,1550,7996,3980,9294,23,8738.744764771438
11160,9,8.985,9185,0.184150125,2013,98.47,1546,4655,5583,1546,11,3558.952439793523
11161,9,6.385,5019,0.123607578,1989,36.4874,1553,1553,5583,9294,33,1378.7067960122708
11162,10,5.78,9185,0.014552313,726,145.1102,1550,7996,4641,9294,16,5710.248560580788
11163,10,9.6,9185,0.096297398,726,167.3158,1550,7996,3980,9294,23,7680.56939105034
11164,10,16.75,9185,0.076044136,858,34.9532,1546,4655,5583,1546,11,1243.93597437046
11165,8,5.88,5019,0.030309247,1426,103.499,1548,7996,4641,9294,18,4230.6980080157455
11166,10,9.195,9185,0.108110205,1989,181.5634,1548,7996,4641,9294,18,7476.073039284589
11167,9,17.6,9185,0.010060255,1989,163.8552,1548,7996,4641,9294,18,6757.705126257417
11168,10,18.35,9185,0.099669602,2013,92.9462,1543,7996,4641,9294,13,3251.109916221719
11169,8,17.25,9185,0.037186151,726,164.3526,1550,7996,3980,9294,23,7552.198816531679
11170,10,20.85,5019,0.056553503,416,104.9648,1550,4655,3980,9294,21,4126.619214101588
11171,10,5.4,9185,0.080536751,858,165.8526,925,7996,5583,1805,22,953.2261663995705
11172,9,15.1,5019,0.066751989,1989,257.4304,1559,4655,5583,1559,35,16038.998526438778
11173,10,17.5,9185,0.026044866,2013,185.2266,925,7996,5583,1805,22,1068.1174480842392
11174,10,15.2,9185,0.092137107,1989,227.4352,1546,4655,5583,1546,11,8339.359540158961
11175,10,16.2,5019,0.214952566,1426,178.437,925,7996,5583,1805,22,1025.3832053741457
11176,10,20.1,5019,0.054679411,2013,193.282,1550,4655,3980,9294,21,7674.063222753816
11177,8,20.75,5019,0.129313138,89,239.488,1550,7996,4641,9294,16,9472.00338220892
11178,9,19.2,9185,0.077507549,1548,197.911,1550,7996,3980,9294,23,9112.29961658836
11179,9,7.785,9185,0.139526439,1136,103.1306,1550,7996,4641,9294,16,4023.6235683956315
11180,9,4.555,5019,0.034190793,1426,112.0544,1559,4655,5583,1559,35,6895.020726053139
11181,10,17.85,9185,0.046595951,736,151.5682,1553,1553,5583,9294,33,5867.602315691522
11182,8,9.5,9185,0.023469217625,2013,111.3228,1550,7996,3980,9294,23,5086.674247883944
11183,10,7.825,9185,0.080079022,736,65.1826,1543,7996,4641,9294,13,2267.691385851465
11184,9,19.7,5019,0.016230842,1084,185.9556,1550,4655,3980,9294,21,7390.856813638366
11185,9,20.35,5019,0.15192798,736,79.4276,1543,7996,4641,9294,13,2769.641382994639
11186,9,13.35,9185,0.15266209,1989,150.3708,925,7996,5583,1805,22,862.130580916211
11187,9,10.395,9185,0.112003932,1989,58.022,1553,1553,5583,9294,33,2209.1199402187453
11188,9,13.85,9185,0.03456382,362,117.2492,1550,7996,4641,9294,16,4592.661747867441
11189,10,6.85,9185,0.022918858,1426,261.5594,1550,4655,3980,9294,21,10447.999811185226
11190,9,5.19,5019,0.044244253,736,104.899,1550,7996,4641,9294,16,4100.171678887063
11191,9,10.195,9185,0.127097968,1084,112.3886,1543,7996,4641,9294,13,3941.8875330490746
11192,9,8.51,9185,0.044353331,1548,142.947,1559,4655,5583,1559,35,8827.290160674753
11193,8,20.2,9185,0.011817852,1548,153.134,1550,7996,4641,9294,16,6032.928002820242
11194,9,7.89,9185,0.036281701,1136,119.6782,1546,4655,5583,1546,11,4348.707330093732
11195,9,17.25,5019,0.124618061,186,40.548,1559,4655,5583,1559,35,2450.2468745415053
11196,9,6.385,9185,0.083822437,362,107.3596,1550,7996,4641,9294,16,4194.2466060049
11197,9,10.1,9185,0.05616476,1548,117.0492,1550,4655,3980,9294,21,4609.822263400114
11198,9,11.65,5019,0.058970075,1086,171.9422,1546,4655,5583,1546,11,6280.1408291145835
11199,10,18.35,5019,0.094830216,2013,85.6882,1543,7996,4641,9294,13,2993.524710399529
11200,9,15.75,9185,0.226084177,1548,98.67,925,7996,5583,1805,22,561.590016669509
11201,9,13.1,9185,0.07457713,1136,76.2354,1559,4655,5583,1559,35,4657.046913653912
11202,10,6.035,9185,0.142055011,1989,152.3998,1543,7996,4641,9294,13,5370.6504594324015
11203,9,10.65,5019,0.149062064,1989,232.1668,880,7996,3980,1805,35,1314.5362443054612
11204,10,7.68,9185,0.152527644,858,85.2224,1550,7996,4641,9294,16,3314.353162439151
11205,9,17.75,9185,0.030429846,1136,257.2672,1550,7996,4641,9294,16,10207.089080988677
11206,8,17.75,9185,0.055297776,2013,143.7444,1546,4655,5583,1546,11,5235.58530607321
11207,10,20.1,5019,0.054594531,2013,191.682,1550,7996,3980,9294,23,8825.19327354765
11208,8,16.7,5019,0.052411676,1426,115.2176,1550,7996,3980,9294,23,5261.766292707076
11209,9,5.5,9185,0.047089304,280,100.1016,1550,7996,4641,9294,16,3909.379324772557
11210,9,6.13,9185,0.102398197,2013,52.7298,1548,7996,4641,9294,18,2128.628026490873
11211,8,11.8,5019,0.093845664,1989,126.4704,1548,7996,4641,9294,18,5178.371150683086
11212,10,11.6,5019,0.079052286,1426,82.3276,1550,4655,3980,9294,21,3222.559652179394
11213,8,9.1,9185,0.055160326,1548,111.9518,1559,4655,5583,1559,35,6884.101500530782
11214,10,19.0,5019,0.097863571,1426,46.0718,1543,7996,4641,9294,13,1593.4752512005257
11215,9,13.5,5019,0.129340955,269,95.7068,1546,4655,5583,1546,11,3459.171819141551
11216,10,5.0,9185,0.043996354,726,189.353,1550,7996,4641,9294,16,7471.889189762522
11217,10,10.695,5019,0.106217878,186,176.7712,880,7996,3980,1805,35,996.9690980656874
11218,10,17.6,9185,0.015718858,1548,182.3976,1548,7996,4641,9294,18,7530.8096845436385
11219,9,11.5,9185,0.021096732,858,132.8942,1543,7996,4641,9294,13,4685.165201932982
11220,9,6.895,9185,0.022506125,736,142.2812,1548,7996,4641,9294,18,5848.203157997605
11221,10,15.0,9185,0.118314903,1989,226.5694,1559,4655,5583,1559,35,14076.251244301404
11222,9,15.5,5019,0.125583323,2013,178.3028,1553,1553,5583,9294,33,6911.243855019066
11223,9,18.35,9185,0.015390879,362,106.1938,1543,7996,4641,9294,13,3731.978785427848
11224,9,14.5,5019,0.09712024,1989,158.3262,1553,1553,5583,9294,33,6127.365006466124
11225,10,9.3,9185,0.044751804,1548,243.8802,1548,7996,4641,9294,18,10101.970769700096
11226,10,6.55,5019,0.0345978,416,155.4288,1550,7996,4641,9294,16,6115.808297188113
11227,9,17.6,9185,0.082499046,858,159.192,1548,7996,4641,9294,18,6543.48097297881
11228,8,10.395,5019,0.057058688875,1086,49.6008,1550,4655,3980,9294,21,1926.6357258497796
11229,9,9.5,5019,0.035294406,2013,172.1448,1546,4655,5583,1546,11,6292.075347361399
11230,9,18.85,9185,0.052266868,858,191.8846,1546,4655,5583,1546,11,7022.066995999168
11231,8,18.6,9185,0.080501443,858,96.2436,1550,7996,3980,9294,23,4379.990764343659
11232,10,6.035,9185,0.1412293,1989,155.5998,1550,7996,4641,9294,16,6110.8782444597055
11233,10,12.1,9185,0.040585593,2013,177.5002,1543,7996,4641,9294,13,6281.307949446368
11234,8,20.75,5019,0.130069181,89,238.988,1543,7996,4641,9294,13,8484.233003723964
11235,9,9.895,9185,0.100540036,1548,234.0642,925,7996,5583,1805,22,1352.3293682576364
11236,10,10.5,9185,0.027387523,1548,172.1106,1546,4655,5583,1546,11,6292.987743429735
11237,10,17.0,9185,0.051956477,858,122.773,1559,4655,5583,1559,35,7561.342243249973
11238,9,10.5,5019,0.010979782,1989,164.2842,1550,7996,4641,9294,16,6480.175840863025
11239,8,16.25,9185,0.039138761,1548,116.1176,1550,7996,4641,9294,16,4546.854642712269
11240,8,6.11,5019,0.151954004,726,44.4086,1550,7996,3980,9294,23,1994.2985015352658
11241,8,11.8,9185,0.008574487,858,115.4492,1550,4655,3980,9294,21,4557.502155178671
11242,8,18.5,9185,0.052174319,1989,116.8124,1548,7996,4641,9294,18,4780.652778443978
11243,9,14.6,9185,0.150442215,726,50.6692,1553,1553,5583,9294,33,1924.1955029131775
11244,10,16.75,9185,0.215728288,416,86.9856,925,7996,5583,1805,22,494.1164934016054
11245,10,15.1,9185,0.173751022,1989,198.211,1550,4655,3980,9294,21,7860.512557056735
11246,10,15.2,9185,0.03357108,1548,111.1912,1553,1553,5583,9294,33,4285.036549342781
11247,10,11.1,9185,0.177212413,1086,158.1604,1543,7996,4641,9294,13,5575.2966949680995
11248,8,14.85,9185,0.098383632,2013,168.9474,1550,7996,4641,9294,16,6647.1506558773435
11249,8,15.0,9185,0.154616614,269,106.8938,1546,4655,5583,1546,11,3869.436912624932
11250,9,8.42,9185,0.196572047,858,63.7168,880,7996,3980,1805,35,353.21012416792047
11251,8,5.88,5019,0.030101427,1426,101.799,1559,4655,5583,1559,35,6255.407205450189
11252,9,8.645,9185,0.021673936,1084,51.9982,1546,4655,5583,1546,11,1865.5999738000246
11253,10,9.27,9185,0.061488083,1136,150.805,1559,4655,5583,1559,35,9316.392138315996
11254,10,15.5,9185,0.032867137,1086,108.0938,1550,7996,4641,9294,16,4228.803725863667
11255,9,7.72,5019,0.088364662,2013,118.7466,1550,7996,3980,9294,23,5421.685671535292
11256,9,16.0,9185,0.08755715155555556,1136,141.9154,1550,7996,4641,9294,16,5568.8467697840915
11257,10,9.6,9185,0.035724069,1989,243.617,1546,4655,5583,1546,11,8954.169247141788
11258,9,15.35,9185,0.013890902,1426,65.2168,1543,7996,4641,9294,13,2274.342644386503
11259,9,12.3,9185,0.052799022,1548,187.753,1543,7996,4641,9294,13,6647.739538691528
11260,10,19.1,9185,0.09229222,280,184.2608,1546,4655,5583,1546,11,6733.4397613762985
11261,8,9.195,9185,0.115118638,1426,58.1246,1548,7996,4641,9294,18,2349.710036084653
11262,9,6.13,9185,0.028378929,1548,108.8912,1548,7996,4641,9294,18,4455.150544058929
11263,10,13.0,9185,0.035108732,1548,49.6034,1550,7996,3980,9294,23,2236.027989108277
11264,10,15.1,9185,0.174187994,1989,196.911,1546,4655,5583,1546,11,7197.14747930298
11265,9,19.75,9185,0.041357113,2013,116.1466,1550,7996,4641,9294,16,4547.665564043192
11266,10,12.1,9185,0.020610288,1989,149.8734,1548,7996,4641,9294,18,6166.159680309904
11267,10,16.1,5019,0.0498714517,1426,126.1362,1553,1553,5583,9294,33,4868.211067667145
11268,8,15.7,9185,0.122992956,1084,133.3942,1546,4655,5583,1546,11,4847.464434803359
11269,8,10.0,5019,0.063302674,1426,230.3668,1548,7996,4641,9294,18,9528.958140482842
11270,9,8.42,9185,0.070678631,1548,217.0192,1550,4655,3980,9294,21,8629.557877182899
11271,10,5.175,9185,0.030417024,858,34.0874,1548,7996,4641,9294,18,1368.712398025479
11272,9,20.25,9185,0.148910161,858,108.2938,1543,7996,4641,9294,13,3795.1794910526582
11273,10,19.5,9185,0.01578895,1548,185.7608,1546,4655,5583,1546,11,6805.553118935372
11274,10,17.25,9185,0.187416266,1426,37.5822,880,7996,3980,1805,35,206.5871588150409
11275,9,7.575,9185,0.055615757,1136,196.4768,1546,4655,5583,1546,11,7192.243522673685
11276,8,10.65,9185,0.048646173,280,166.1526,1553,1553,5583,9294,33,6441.33178408899
11277,9,11.395,9185,0.009614102333333334,858,48.5034,1553,1553,5583,9294,33,1847.591120328878
11278,9,17.75,9185,0.014639563,2013,160.1262,1546,4655,5583,1546,11,5853.015883340713
11279,9,9.5,5019,0.105099347,1084,79.296,1543,7996,4641,9294,13,2766.3725903489453
11280,10,9.895,5019,0.028715402,1084,115.1492,1550,7996,4641,9294,16,4510.2373767263725
11281,10,12.1,9185,0.04042006,2013,178.0002,1550,4655,3980,9294,21,7060.879040523644
11282,9,13.0,5019,0.083986263,1084,195.9426,1543,7996,4641,9294,13,6938.065858426172
11283,9,9.3,9185,0.075228873,2013,90.0172,880,7996,3980,1805,35,502.4445407651682
11284,9,14.65,9185,0.072474272,1548,261.4594,1543,7996,4641,9294,13,9302.841884331585
11285,9,12.3,9185,0.021905319,1426,190.4162,1548,7996,4641,9294,18,7863.751111013117
11286,9,15.1,9185,0.05529173,2013,218.7166,1550,4655,3980,9294,21,8701.064034571462
11287,10,11.0,9185,0.038049213,858,40.548,1546,4655,5583,1546,11,1447.866740445785
11288,10,9.42,5019,0.0438948,1426,62.2194,1550,7996,4641,9294,16,2411.6475567907974
11289,9,18.6,9185,0.151321932,186,100.7358,1559,4655,5583,1559,35,6175.376807962338
11290,9,16.6,9185,0.122725386,2013,171.7738,1546,4655,5583,1546,11,6267.605666813955
11291,8,19.25,5019,0.058275104,1426,82.1908,1550,7996,3980,9294,23,3732.624271420562
11292,10,15.1,5019,0.094422403,2013,59.9194,1543,7996,4641,9294,13,2081.2965238099855
11293,9,8.39,9185,0.119913753,1548,164.5868,1559,4655,5583,1559,35,10172.81061008084
11294,9,7.27,5019,0.034783374,1084,90.5488,925,7996,5583,1805,22,515.9753066733732
11295,8,15.1,9185,0.044503606875000004,1548,235.5248,1548,7996,4641,9294,18,9750.48193495316
11296,10,10.895,9185,0.035717774,2013,129.9284,1553,1553,5583,9294,33,5019.250262658673
11297,9,19.5,9185,0.128466007,416,155.2314,1548,7996,4641,9294,18,6374.236939127273
11298,10,7.685,9185,0.025456246,858,144.876,1553,1553,5583,9294,33,5609.094682840708
11299,10,7.105,9185,0.044808762,1548,58.7562,1550,7996,3980,9294,23,2654.9543454256846
11300,8,13.15,9185,0.022776641,2013,160.892,1553,1553,5583,9294,33,6240.638552800833
11301,10,15.85,5019,0.061344855,736,44.2744,1546,4655,5583,1546,11,1582.129706921783
11302,9,10.5,5019,0.238579765,416,158.5578,925,7996,5583,1805,22,909.2894721046468
11303,9,5.985,9185,0.005666384,1086,184.3924,1550,7996,3980,9294,23,8510.610276739271
11304,9,11.1,9185,0.134487886,1989,217.3482,1559,4655,5583,1559,35,13491.975990953535
11305,10,12.0,5019,0.02045255,736,97.5042,1548,7996,4641,9294,18,3983.971102739284
11306,9,8.63,9185,0.031089367,1989,187.1582,1550,7996,4641,9294,16,7387.405274275732
11307,10,6.465,9185,0.124482575,1084,263.5884,1550,7996,4641,9294,16,10441.82840072576
11308,9,13.65,5019,0.17756162366666667,1084,212.7902,1546,4655,5583,1546,11,7787.036508078301
11309,10,15.6,9185,0.025239329,1989,176.2054,1550,4655,3980,9294,21,6993.046795458473
11310,8,9.6,5019,0.027211198,1989,257.5304,1559,4655,5583,1559,35,16065.032842453395
11311,10,14.0,9185,0.048310673,858,128.431,925,7996,5583,1805,22,735.6335071624575
11312,8,11.0,9185,0.048108877875,858,100.6358,1548,7996,4641,9294,18,4109.20741977531
11313,9,10.1,9185,0.024164336,1084,117.715,1550,7996,3980,9294,23,5383.368970592163
11314,9,19.25,5019,0.02611680088888889,736,196.211,1550,4655,3980,9294,21,7800.118767052231
11315,9,16.75,9185,0.021257124,362,54.5298,1550,4655,3980,9294,21,2124.187541819834
11316,10,6.57,9185,0.065749633,362,261.8278,1559,4655,5583,1559,35,16317.75592616332
11317,10,10.895,9185,0.064776303,2013,196.8794,1550,4655,3980,9294,21,7817.40053838602
11318,10,16.25,9185,0.043078428,2013,169.5474,925,7996,5583,1805,22,975.6415593873811
11319,8,16.1,9185,0.100641176,2013,77.6328,1546,4655,5583,1546,11,2797.448442621365
11320,9,13.0,9185,0.153490728,1084,79.1986,1553,1553,5583,9294,33,3029.2113776754027
11321,10,13.65,5019,0.046576823,736,34.5532,880,7996,3980,1805,35,190.04197777289846
11322,10,18.6,9185,0.11441295110000001,280,56.7588,880,7996,3980,1805,35,314.28696099537785
11323,9,10.395,9185,0.030133592,1086,115.1176,1553,1553,5583,9294,33,4439.482298958965
11324,10,18.2,9185,0.058457925,1548,221.4456,1550,7996,4641,9294,16,8756.88719986822
11325,8,10.3,5019,0.025037414,1086,173.6422,1543,7996,4641,9294,13,6146.671093815024
11326,9,14.6,9185,0.025681604,1548,197.7084,1553,1553,5583,9294,33,7692.850582736162
11327,9,11.6,5019,0.156701315,186,168.9474,1553,1553,5583,9294,33,6540.963608073714
11328,9,18.25,9185,0.088962349,1426,195.6452,1550,4655,3980,9294,21,7764.239558347605
11329,10,7.6,5019,0.143216309,269,171.4448,1543,7996,4641,9294,13,6053.189026106393
11330,9,9.065,9185,0.20192757,1426,93.4094,880,7996,3980,1805,35,520.984815832521
11331,8,19.2,9185,0.124050391,1084,92.4488,1550,7996,3980,9294,23,4202.085417653978
11332,8,12.1,9185,0.114852339,1086,220.9114,1550,7996,4641,9294,16,8727.359019370082
11333,9,16.1,9185,0.065551931,1136,146.476,1543,7996,4641,9294,13,5164.062231643354
11334,9,10.3,9185,0.146050812,736,102.0648,1553,1553,5583,9294,33,3920.024491942736
11335,8,18.85,5019,0.1385204,1989,252.3724,1550,4655,3980,9294,21,10050.471752651169
11336,9,14.0,9185,0.024380523,1548,41.4454,1548,7996,4641,9294,18,1669.9014929547566
11337,8,14.85,9185,0.098320351,2013,167.9474,1553,1553,5583,9294,33,6505.772890742566
11338,9,11.8,9185,0.059068474,858,79.9618,1543,7996,4641,9294,13,2792.1746626741137
11339,8,15.5,5019,0.156898705,1989,147.9418,1550,7996,4641,9294,16,5804.577129244881
11340,8,20.35,9185,0.084140646,736,184.0292,1546,4655,5583,1546,11,6725.690921782529
11341,10,13.65,9185,0.039791206,1426,33.4558,1553,1553,5583,9294,33,1264.3518106287631
11342,10,20.0,5019,0.090156718,1426,127.1678,880,7996,3980,1805,35,713.5836854996176
11343,10,8.71,9185,0.121496273,1084,94.0778,1548,7996,4641,9294,18,3832.409568342756
11344,9,20.0,5019,0.059994175,1086,168.7132,1550,4655,3980,9294,21,6683.109931228378
11345,9,20.2,9185,0.064310516,1989,257.3646,1553,1553,5583,9294,33,10044.0105537149
11346,10,20.7,5019,0.212767095,1426,116.7466,880,7996,3980,1805,35,653.4388461937497
11347,9,16.2,9185,0.050298544,1548,191.8162,1553,1553,5583,9294,33,7453.099704756467
11348,10,9.695,5019,0.128258986,1086,225.3404,1550,7996,4641,9294,16,8903.829055907798
11349,8,19.85,5019,0.081060928,416,169.2816,1559,4655,5583,1559,35,10473.3275380326
11350,10,15.35,9185,0.0152973675,280,142.747,925,7996,5583,1805,22,820.3130569245068
11351,9,12.1,9185,0.015434464,1548,164.7526,1550,7996,3980,9294,23,7579.985416062153
11352,10,10.895,9185,0.047063689,1426,107.228,880,7996,3980,1805,35,600.5803587472543
11353,9,20.75,9185,0.013224491,1989,106.4622,880,7996,3980,1805,35,597.2584316492217
11354,9,5.73,9185,0.04033290288888888,726,187.3898,1550,7996,3980,9294,23,8628.00781010487
11355,8,8.31,5019,0.115655502,1989,176.0028,1550,7996,4641,9294,16,6927.765951200436
11356,9,8.575,9185,0.024021065,726,106.728,1543,7996,4641,9294,13,3748.7718722036275
11357,8,7.81,5019,0.033962371,1989,167.8158,1553,1553,5583,9294,33,6510.050337920963
11358,9,7.905,9185,0.063754145,362,226.4694,1559,4655,5583,1559,35,14081.84153114279
11359,10,16.5,5019,0.267339659,1989,143.5128,925,7996,5583,1805,22,821.5640523595844
11360,10,7.435,9185,0.215072945,269,208.5638,880,7996,3980,1805,35,1178.2704469882017
11361,9,10.395,5019,0.035895956,736,228.0352,1553,1553,5583,9294,33,8889.179739174193
11362,9,15.5,5019,0.02542192,1086,81.3934,1548,7996,4641,9294,18,3315.0626467466245
11363,10,16.7,5019,0.119948864,2013,180.4976,1546,4655,5583,1546,11,6591.369988272614
11364,9,10.695,9185,0.053252515,1426,57.2904,1553,1553,5583,9294,33,2183.0387570748994
11365,9,10.0,9185,0.04563487,1426,141.718,1559,4655,5583,1559,35,8749.84093229478
11366,10,6.175,5019,0.313541543,736,97.6752,880,7996,3980,1805,35,544.8403529664959
11367,10,18.0,9185,0.047570047,1548,171.6422,1546,4655,5583,1546,11,6270.849513187675
11368,10,10.65,9185,0.023855381,2013,54.8272,1559,4655,5583,1559,35,3336.7614674798915
11369,8,10.1,5019,0.045692023,1989,38.3848,1550,7996,3980,9294,23,1722.5751668159724
11370,10,19.35,5019,0.040090887,726,163.6868,1546,4655,5583,1546,11,5977.040166491739
11371,10,14.0,5019,0.049749638,1136,144.8786,925,7996,5583,1805,22,831.4189429893573
11372,10,6.63,5019,0.011001175,1989,57.0588,1543,7996,4641,9294,13,1986.2065712015453
11373,10,6.69,5019,0.0286079038,736,178.237,925,7996,5583,1805,22,1027.0442741544696
11374,9,15.35,9185,0.02418438,1426,64.2168,880,7996,3980,1805,35,357.0482866466802
11375,9,15.6,9185,0.066670606,280,185.2924,1553,1553,5583,9294,33,7192.837684454704
11376,10,12.8,9185,0.069760029,269,260.5252,1548,7996,4641,9294,18,10796.342598383904
11377,9,18.85,9185,0.052349262,858,192.0846,1543,7996,4641,9294,13,6803.682037593131
11378,10,10.895,9185,0.027200767,280,51.6666,1543,7996,4641,9294,13,1793.4149849897635
11379,8,7.485,9185,0.069263905,1989,109.6228,1548,7996,4641,9294,18,4480.095568519614
11380,10,8.355,9185,0.186650368,1084,149.1418,1559,4655,5583,1559,35,9198.021842591988
11381,10,13.0,9185,0.035179934,1548,49.8034,1548,7996,4641,9294,18,2011.585582389834
11382,9,6.635,9185,0.027046875,1548,172.5396,1553,1553,5583,9294,33,6698.373532784009
11383,8,18.7,9185,0.046181741,858,153.6682,1548,7996,4641,9294,18,6317.854490810109
11384,9,10.195,5019,0.145952717,1426,138.8838,1559,4655,5583,1559,35,8558.450281160158
11385,9,6.325,9185,0.09753171933333332,1426,100.4042,925,7996,5583,1805,22,572.2781289417434
11386,10,19.0,5019,0.096841885,1426,46.1718,1559,4655,5583,1559,35,2796.880744015605
11387,9,10.0,9185,0.045856934,1426,141.818,1550,7996,3980,9294,23,6499.410101607162
11388,10,17.85,9185,0.078057026,736,152.8682,925,7996,5583,1805,22,877.4858655560056
11389,10,15.7,5019,0.018959784,2013,61.0536,1550,4655,3980,9294,21,2383.017665898112
11390,9,15.2,9185,0.050136086,726,97.0752,1553,1553,5583,9294,33,3730.8359436437167
11391,7,9.5,9185,0.0742834,1989,252.8724,1553,1553,5583,9294,33,9863.957528300996
11392,9,15.25,9185,0.089381866,1426,214.2192,1559,4655,5583,1559,35,13302.072489514285
11393,9,7.785,9185,0.088634567,2013,62.651,1553,1553,5583,9294,33,2389.073930606379
11394,9,7.17,5019,0.099972466,2013,132.4968,925,7996,5583,1805,22,758.547381835227
11395,9,7.36,9185,0.052525131,1426,56.4588,1546,4655,5583,1546,11,2025.8664406052883
11396,8,16.75,9185,0.032559591,858,193.3162,1553,1553,5583,9294,33,7516.793234033821
11397,10,11.15,9185,0.120631213,1136,43.9744,1543,7996,4641,9294,13,1519.359251806
11398,9,9.6,9185,0.024526806,858,188.5214,1548,7996,4641,9294,18,7783.045141686538
11399,9,20.75,5019,0.063019289,186,151.7682,1559,4655,5583,1559,35,9376.540874414857
11400,8,12.0,9185,0.029752662875,1084,181.3976,1550,4655,3980,9294,21,7200.851139420896
11401,10,13.15,9185,0.036821494,1426,179.8976,1546,4655,5583,1546,11,6579.726271938713
11402,10,11.1,9185,0.033243813,1548,119.3124,1546,4655,5583,1546,11,4335.720477349515
11403,9,10.695,9185,0.05811924,2013,63.0536,1543,7996,4641,9294,13,2193.4141790600243
11404,9,7.81,5019,0.055312618,1084,124.7046,1550,4655,3980,9294,21,4916.427910319645
11405,9,21.2,5019,0.007039648,269,172.4738,1550,7996,4641,9294,16,6812.677589099943
11406,10,6.825,9185,0.060090767,858,266.3226,1546,4655,5583,1546,11,9795.781931015334
11407,9,8.1,9185,0.09496884266666666,2013,212.9902,1550,7996,3980,9294,23,9815.439456400618
11408,10,15.85,5019,0.109939432,1426,39.2506,1553,1553,5583,9294,33,1485.096411549116
11409,8,10.0,9185,0.018762958875,1548,248.675,1550,4655,3980,9294,21,9927.98352384828
11410,9,6.425,9185,0.010459399,1084,117.6808,1548,7996,4641,9294,18,4827.364840027177
11411,9,15.5,5019,0.100681984,2013,198.3768,1553,1553,5583,9294,33,7704.86740741059
11412,9,16.2,5019,0.016572696,1426,96.2726,1559,4655,5583,1559,35,5915.337046115112
11413,9,16.7,9185,0.070263971,1136,218.385,1550,4655,3980,9294,21,8684.813493709215
11414,10,19.0,5019,0.097464425,1426,47.7718,1550,4655,3980,9294,21,1853.1141367181683
11415,10,12.15,9185,0.14504086,858,224.4404,1550,7996,3980,9294,23,10345.828961372114
11416,10,12.3,5019,0.05844549,1989,57.8562,1543,7996,4641,9294,13,2009.8175767959979
11417,10,16.1,5019,0.1505424741,1426,35.6558,1550,4655,3980,9294,21,1375.8144333173686
11418,9,11.85,5019,0.050289178,2013,165.4526,1546,4655,5583,1546,11,6040.688259326085
11419,9,15.1,5019,0.106264528,2013,42.3796,1543,7996,4641,9294,13,1463.6416885391093
11420,9,8.6,9185,0.150961966,1548,114.1176,925,7996,5583,1805,22,651.3919951800165
11421,9,20.25,5019,0.024761046,1136,193.5162,925,7996,5583,1805,22,1116.7828234798399
11422,9,5.88,9185,0.003591414,362,153.3998,1550,7996,4641,9294,16,6053.420681762063
11423,9,6.635,9185,0.026098423333333332,1548,175.2396,1546,4655,5583,1546,11,6409.674368080119
11424,9,15.2,9185,0.010004942777777777,858,50.1034,1553,1553,5583,9294,33,1909.4304452110703
11425,8,6.57,9185,0.097077051,1548,191.682,1548,7996,4641,9294,18,7900.766010699149
11426,9,15.5,5019,0.100746785,2013,196.7768,1550,7996,4641,9294,16,7760.8372379243265
11427,8,11.0,5019,0.057147256,2013,242.2512,1550,4655,3980,9294,21,9652.739609474975
11428,9,10.695,9185,0.096732533,2013,62.4536,925,7996,5583,1805,22,353.2663682381022
11429,10,17.25,9185,0.035262656,1136,92.412,1543,7996,4641,9294,13,3236.7210562328855
11430,10,14.65,9185,0.083343628,1548,163.6552,1550,7996,4641,9294,16,6437.098011037386
11431,10,9.3,9185,0.089509222,1084,145.7786,1543,7996,4641,9294,13,5136.891923619791
11432,10,7.825,9185,0.079790099,736,63.7826,1548,7996,4641,9294,18,2583.585783558366
11433,10,7.535,9185,0.143199389,726,120.144,880,7996,3980,1805,35,673.1289708482211
11434,9,15.0,5019,0.026710788,1086,220.4456,1559,4655,5583,1559,35,13717.653441426954
11435,10,6.69,5019,0.036967784,736,175.037,1550,4655,3980,9294,21,6942.309103462073
11436,10,20.1,9185,0.0678248694,858,62.6536,1550,4655,3980,9294,21,2442.224574839514
11437,9,14.85,9185,0.061323488,1548,254.4698,1543,7996,4641,9294,13,9052.273029132382
11438,10,11.395,5019,0.06987064,736,234.9616,1546,4655,5583,1546,11,8623.102629716892
11439,10,5.735,9185,0.099731744,2013,177.937,880,7996,3980,1805,35,1003.7366359862971
11440,10,18.6,9185,0.118363749,280,56.1588,1550,4655,3980,9294,21,2183.546579955635
